Client_ID,Client_Type,Client_Verification,Client_Location,Cargo_ID,Cargo_Type,Cargo_Value,Cargo_Weight,Transporter,Route,Border_Point,GPS_Location,KRA_Lock,KRA_Penalty,Incident_Type,Incident_Location,Incident_Report_Date,Cargo_Risk,Estimated_Loss
1417,Business,1,Kampala,2417,Clothing,307919.8,4614.86,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.2545), np.float64(36.8985))",0,7946.94,Accident,Border,2022-08-13,High,162654.36
1418,Business,0,Kigali,2418,Clothing,357370.19,3671.19,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.2253), np.float64(36.91))",1,7421.54,Accident,Border,2022-08-06,High,379154.33
1419,Individual,1,Kampala,2419,Machinery,80335.53,3297.55,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.1991), np.float64(36.8618))",0,14463.65,Accident,Warehouse,2022-10-25,Low,44416.73
1420,Individual,1,Arusha,2420,Alcohol,191627.02,4043.46,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2248), np.float64(36.9193))",0,19173.99,Theft,Border,2022-01-23,Medium,128767.27
1421,Individual,0,Arusha,2421,Clothing,130272.45,2519.42,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2082), np.float64(36.8343))",0,3231.2,Theft,Transit,2022-04-10,Medium,145911.71
1422,Individual,1,Arusha,2422,Electronics,307584.68,1852.85,Transporter C,Arusha-Kampala,Taveta,"(np.float64(-1.2047), np.float64(36.8515))",0,16796.17,Accident,Warehouse,2022-10-04,High,386124.25
1423,Individual,0,Nairobi,2423,Electronics,421358.22,608.03,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2124), np.float64(36.9069))",1,4462.64,Theft,Transit,2022-08-01,High,323210.32
1424,Business,0,Kigali,2424,Machinery,427234.03,3979.01,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2084), np.float64(36.8578))",0,8290.38,Theft,Warehouse,2022-10-17,High,414636.8
1425,Individual,0,Kampala,2425,Clothing,122899.8,4104.55,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.2769), np.float64(36.8436))",1,154.57,Accident,Transit,2022-11-20,Medium,136985.56
1426,Business,1,Arusha,2426,Clothing,359879.18,2090.83,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2134), np.float64(36.8385))",1,3800.49,Fraud,Border,2022-06-16,High,434246.15
1427,Business,1,Kigali,2427,Clothing,334145.97,1563.68,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2828), np.float64(36.887))",1,10142.45,Theft,Border,2022-01-28,High,499411.28
1428,Individual,1,Kampala,2428,Clothing,153842.22,1682.56,Transporter A,Arusha-Nairobi,Malaba,"(np.float64(-1.2827), np.float64(36.8493))",1,11434.13,Accident,Transit,2022-08-29,Medium,77816.31
1429,Business,0,Kigali,2429,Alcohol,157887.23,711.87,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2319), np.float64(36.8997))",1,3018.52,Accident,Border,2022-11-29,Medium,107847.49
1430,Individual,0,Nairobi,2430,Machinery,318052.57,1621.12,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2769), np.float64(36.8278))",1,10907.22,Accident,Transit,2022-04-24,High,446350.39
1431,Business,1,Nairobi,2431,Electronics,93635.16,4983.97,Transporter A,Nairobi-Eldoret,Namanga,"(np.float64(-1.2665), np.float64(36.8295))",0,13023.54,Fraud,Transit,2022-10-14,Low,49377.66
1432,Business,1,Kigali,2432,Clothing,178667.19,660.43,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2528), np.float64(36.8782))",0,11325.63,Accident,Transit,2022-05-16,Medium,115264.51
1433,Individual,1,Kigali,2433,Electronics,349739.38,4388.03,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2532), np.float64(36.8807))",1,7364.74,Accident,Border,2022-06-04,High,299538.08
1434,Business,1,Arusha,2434,Electronics,81901.15,108.41,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2862), np.float64(36.8683))",1,13923.06,Accident,Border,2022-08-29,Low,33790.26
1435,Individual,1,Nairobi,2435,Electronics,489560.15,3687.65,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.2068), np.float64(36.8994))",0,13262.47,Theft,Border,2022-09-04,High,490961.53
1436,Individual,1,Arusha,2436,Electronics,380733.92,2178.17,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2316), np.float64(36.8892))",0,9106.08,Theft,Warehouse,2022-03-02,High,442739.2
1437,Individual,0,Kigali,2437,Alcohol,319434.58,1028.26,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2263), np.float64(36.8239))",1,6999.77,Theft,Transit,2022-04-09,High,476234.0
1438,Individual,1,Kampala,2438,Clothing,294117.68,1120.65,Transporter C,Nairobi-Kisumu,Malaba,"(np.float64(-1.273), np.float64(36.8675))",0,17182.68,Accident,Warehouse,2022-01-10,Medium,146276.1
1439,Individual,0,Kampala,2439,Machinery,335685.48,3859.65,Transporter A,Nairobi-Kisumu,Namanga,"(np.float64(-1.2189), np.float64(36.8356))",1,1155.92,Theft,Border,2022-01-05,High,359815.05
1440,Individual,1,Kigali,2440,Alcohol,405427.51,1499.62,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.2156), np.float64(36.863))",1,12402.06,Accident,Border,2022-03-30,High,488564.92
1441,Business,1,Kigali,2441,Electronics,106955.96,3772.83,Transporter C,Nairobi-Kisumu,Malaba,"(np.float64(-1.2688), np.float64(36.8229))",1,7.81,Theft,Transit,2022-12-11,Medium,108978.05
1442,Business,1,Arusha,2442,Machinery,280521.15,4030.25,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2094), np.float64(36.8797))",0,19086.5,Accident,Transit,2022-12-18,Medium,80143.88
1443,Individual,0,Arusha,2443,Electronics,78511.55,972.86,Transporter C,Nairobi-Eldoret,Namanga,"(np.float64(-1.2445), np.float64(36.8798))",0,14919.69,Theft,Warehouse,2022-09-17,Low,25958.6
1444,Business,1,Nairobi,2444,Electronics,377690.35,3262.49,Transporter C,Nairobi-Kisumu,Malaba,"(np.float64(-1.1974), np.float64(36.87))",1,4245.6,Fraud,Border,2022-07-14,High,350478.12
1445,Business,1,Kigali,2445,Clothing,313910.49,4946.39,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2723), np.float64(36.855))",1,17576.14,Theft,Transit,2022-05-18,High,430576.85
1446,Individual,1,Arusha,2446,Electronics,345219.68,394.05,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.266), np.float64(36.8745))",1,7085.4,Accident,Warehouse,2022-10-15,High,271620.38
1447,Business,0,Arusha,2447,Alcohol,474644.03,2599.39,Transporter C,Nairobi-Kisumu,Busia,"(np.float64(-1.2341), np.float64(36.8843))",1,8428.46,Fraud,Border,2022-06-09,High,317202.88
1448,Individual,0,Nairobi,2448,Electronics,252069.6,4451.86,Transporter A,Nairobi-Kisumu,Namanga,"(np.float64(-1.2915), np.float64(36.8434))",1,7124.64,Accident,Border,2022-01-10,Medium,79919.53
1449,Individual,0,Kigali,2449,Alcohol,193782.69,3245.77,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2508), np.float64(36.8422))",1,17290.85,Fraud,Transit,2022-09-27,Medium,66433.65
1450,Business,1,Nairobi,2450,Alcohol,221094.52,1456.68,Transporter A,Nairobi-Kisumu,Busia,"(np.float64(-1.2456), np.float64(36.9093))",1,17890.85,Fraud,Warehouse,2022-06-08,Medium,68174.63
1451,Individual,1,Kampala,2451,Machinery,457790.6,1325.93,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.2155), np.float64(36.8577))",0,8791.57,Theft,Border,2022-04-10,High,206601.07
1452,Individual,1,Kampala,2452,Alcohol,309288.42,1525.03,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2479), np.float64(36.8698))",1,1968.04,Accident,Transit,2022-10-17,High,294683.07
1453,Individual,0,Nairobi,2453,Machinery,491455.91,306.89,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2111), np.float64(36.8958))",0,2271.7,Fraud,Border,2022-09-06,High,159653.33
1454,Individual,1,Kampala,2454,Clothing,479756.59,532.25,Transporter B,Arusha-Kampala,Malaba,"(np.float64(-1.2807), np.float64(36.8252))",0,19355.85,Accident,Border,2022-03-06,High,326780.92
1455,Business,1,Kampala,2455,Electronics,319169.71,4762.87,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.2409), np.float64(36.8252))",1,10458.91,Fraud,Border,2022-01-31,High,494538.99
1456,Individual,1,Kampala,2456,Electronics,213706.15,2668.94,Transporter B,Arusha-Kampala,Namanga,"(np.float64(-1.2192), np.float64(36.8741))",0,12134.7,Accident,Border,2022-04-28,Medium,75846.81
1457,Business,1,Kampala,2457,Machinery,456218.87,493.16,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.2451), np.float64(36.8545))",0,5340.33,Accident,Warehouse,2022-05-09,High,264099.13
1458,Individual,0,Nairobi,2458,Alcohol,250985.81,2705.32,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2288), np.float64(36.9086))",0,11351.82,Theft,Border,2022-03-03,Medium,104606.55
1459,Business,1,Kigali,2459,Machinery,372478.01,1600.42,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2085), np.float64(36.8355))",1,7682.25,Theft,Border,2022-06-29,High,488581.1
1460,Business,0,Nairobi,2460,Clothing,262573.31,3993.79,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2318), np.float64(36.8611))",1,18336.48,Fraud,Warehouse,2022-11-08,Medium,138790.85
1461,Individual,1,Nairobi,2461,Clothing,90519.77,171.53,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2535), np.float64(36.8426))",1,11047.59,Theft,Warehouse,2022-09-03,Low,23336.28
1462,Business,1,Kigali,2462,Alcohol,458256.81,1969.39,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2127), np.float64(36.8888))",1,4922.38,Accident,Transit,2022-10-15,High,210986.98
1463,Individual,0,Kampala,2463,Clothing,83594.12,3310.54,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2044), np.float64(36.8419))",0,13697.86,Accident,Transit,2022-12-02,Low,27155.17
1464,Individual,1,Arusha,2464,Clothing,278202.42,2118.3,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.266), np.float64(36.8882))",0,5169.0,Theft,Warehouse,2022-11-24,Medium,69659.9
1465,Business,0,Kampala,2465,Machinery,332584.37,3485.76,Transporter C,Nairobi-Kisumu,Busia,"(np.float64(-1.2717), np.float64(36.8257))",0,234.57,Fraud,Transit,2023-01-01,High,427306.38
1466,Business,1,Arusha,2466,Alcohol,480366.59,2893.26,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2799), np.float64(36.8243))",1,9655.67,Theft,Transit,2022-10-27,High,480265.8
1467,Business,1,Nairobi,2467,Electronics,126389.37,2818.99,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2462), np.float64(36.8263))",0,1172.28,Fraud,Warehouse,2022-09-04,Medium,68119.71
1468,Business,0,Nairobi,2468,Machinery,181769.76,894.14,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.2477), np.float64(36.9026))",1,290.9,Accident,Warehouse,2022-01-30,Medium,130505.32
1469,Individual,0,Nairobi,2469,Electronics,259465.16,1816.78,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.1921), np.float64(36.8714))",0,1215.86,Fraud,Transit,2022-10-02,Medium,118010.28
1470,Business,1,Kigali,2470,Machinery,435383.13,3853.09,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2037), np.float64(36.8256))",1,7084.83,Theft,Transit,2022-07-04,High,323892.21
1471,Individual,0,Kigali,2471,Alcohol,55060.91,466.83,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.1998), np.float64(36.8977))",0,9063.44,Theft,Transit,2022-01-29,Low,15367.27
1472,Business,1,Kigali,2472,Clothing,396953.63,4062.28,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2016), np.float64(36.9034))",1,1883.2,Theft,Transit,2022-08-19,High,471875.14
1473,Business,1,Arusha,2473,Machinery,304950.43,1282.57,Transporter C,Arusha-Kampala,Malaba,"(np.float64(-1.2537), np.float64(36.8747))",0,13258.66,Accident,Transit,2022-03-23,High,338935.29
1474,Individual,1,Kigali,2474,Clothing,444598.17,2027.77,Transporter A,Nairobi-Eldoret,Malaba,"(np.float64(-1.2077), np.float64(36.8416))",0,15886.06,Fraud,Warehouse,2022-10-02,High,366544.43
1475,Business,0,Kigali,2475,Machinery,116303.59,2389.07,Transporter B,Nairobi-Eldoret,Taveta,"(np.float64(-1.2776), np.float64(36.9035))",1,9498.71,Accident,Transit,2022-01-29,Medium,93334.65
1476,Individual,1,Kigali,2476,Alcohol,433665.07,1115.16,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2199), np.float64(36.9052))",1,1646.34,Fraud,Warehouse,2022-02-04,High,304606.59
1477,Business,1,Kampala,2477,Clothing,409724.61,4577.82,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2527), np.float64(36.8444))",1,12941.78,Fraud,Border,2022-06-17,High,431870.99
1478,Business,1,Arusha,2478,Electronics,401067.88,3473.33,Transporter A,Arusha-Kampala,Busia,"(np.float64(-1.2483), np.float64(36.9027))",0,2589.15,Theft,Transit,2022-04-05,High,207266.58
1479,Individual,0,Nairobi,2479,Alcohol,477307.51,106.43,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2631), np.float64(36.8423))",0,18663.32,Accident,Transit,2022-03-22,High,431663.06
1480,Individual,0,Nairobi,2480,Electronics,262811.08,4034.15,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2808), np.float64(36.8427))",1,4197.86,Fraud,Warehouse,2022-04-12,Medium,72794.24
1481,Individual,1,Kigali,2481,Alcohol,221743.99,1042.6,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2619), np.float64(36.9037))",1,15089.04,Theft,Transit,2022-07-01,Medium,63925.34
1482,Individual,1,Kigali,2482,Alcohol,335059.95,2113.17,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2264), np.float64(36.8925))",1,1161.42,Fraud,Transit,2022-10-19,High,152564.9
1483,Individual,1,Nairobi,2483,Alcohol,97456.91,4157.43,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2197), np.float64(36.8462))",0,3712.43,Theft,Border,2022-05-14,Low,41446.94
1484,Individual,0,Arusha,2484,Clothing,354565.92,4591.48,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.2752), np.float64(36.8408))",0,7544.22,Theft,Warehouse,2022-07-22,High,171324.91
1485,Individual,0,Arusha,2485,Electronics,202560.22,4631.32,Transporter A,Nairobi-Eldoret,Namanga,"(np.float64(-1.273), np.float64(36.8266))",0,13776.9,Theft,Transit,2022-03-22,Medium,139293.34
1486,Business,1,Kampala,2486,Alcohol,239634.09,3010.96,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2271), np.float64(36.8934))",1,5060.25,Theft,Transit,2022-09-13,Medium,112509.91
1487,Individual,0,Nairobi,2487,Machinery,147953.24,1675.75,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.2228), np.float64(36.8774))",1,216.22,Fraud,Warehouse,2022-06-20,Medium,129830.88
1488,Business,0,Kigali,2488,Clothing,444793.47,4227.73,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.1998), np.float64(36.8973))",0,10831.08,Fraud,Warehouse,2022-08-29,High,244437.77
1489,Business,1,Kigali,2489,Alcohol,98790.88,2683.52,Transporter B,Arusha-Nairobi,Busia,"(np.float64(-1.2779), np.float64(36.9219))",0,15182.47,Theft,Warehouse,2022-01-24,Low,22218.75
1490,Individual,0,Kigali,2490,Electronics,54611.87,4671.41,Transporter B,Nairobi-Kisumu,Busia,"(np.float64(-1.2111), np.float64(36.8899))",1,7503.45,Theft,Warehouse,2022-05-14,Low,17077.47
1491,Business,1,Nairobi,2491,Electronics,484166.69,2823.31,Transporter B,Arusha-Nairobi,Namanga,"(np.float64(-1.2204), np.float64(36.8342))",0,9833.66,Accident,Transit,2022-10-20,High,346440.34
1492,Business,0,Arusha,2492,Clothing,244973.45,1164.68,Transporter A,Nairobi-Eldoret,Namanga,"(np.float64(-1.2394), np.float64(36.8961))",1,18599.31,Accident,Warehouse,2022-06-04,Medium,77981.2
1493,Individual,0,Arusha,2493,Electronics,323444.15,3119.26,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.223), np.float64(36.839))",0,10169.83,Fraud,Warehouse,2022-03-15,High,286118.1
1494,Business,1,Nairobi,2494,Clothing,478538.34,2700.53,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.1977), np.float64(36.8706))",1,7537.57,Theft,Border,2022-10-22,High,288031.85
1495,Individual,0,Arusha,2495,Electronics,265417.25,3750.22,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2129), np.float64(36.9136))",0,7749.08,Accident,Border,2022-04-22,Medium,66748.65
1496,Business,1,Kigali,2496,Machinery,333046.07,2218.68,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.2616), np.float64(36.8468))",0,15094.57,Fraud,Warehouse,2022-02-14,High,346786.45
1497,Business,1,Kigali,2497,Machinery,417032.99,4810.21,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.2797), np.float64(36.8293))",0,9144.52,Theft,Transit,2022-09-16,High,324650.55
1498,Individual,1,Kampala,2498,Electronics,472929.94,1717.7,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2005), np.float64(36.8302))",0,15386.46,Fraud,Warehouse,2022-03-11,High,192236.99
1499,Business,1,Nairobi,2499,Alcohol,388932.75,234.66,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2065), np.float64(36.8978))",0,14327.16,Theft,Border,2022-11-16,High,434250.2
1500,Business,1,Kigali,2500,Clothing,96105.25,3922.95,Transporter A,Nairobi-Eldoret,Taveta,"(np.float64(-1.1975), np.float64(36.8235))",0,5467.7,Accident,Border,2022-09-15,Low,46969.77
1501,Individual,0,Arusha,2501,Machinery,194267.78,2346.22,Transporter A,Nairobi-Kisumu,Namanga,"(np.float64(-1.2225), np.float64(36.9075))",1,15294.99,Theft,Border,2022-12-28,Medium,125475.3
1502,Individual,1,Nairobi,2502,Electronics,162440.09,3731.02,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2361), np.float64(36.8929))",0,4280.4,Fraud,Warehouse,2022-10-15,Medium,136239.16
1503,Business,0,Kampala,2503,Electronics,63982.75,1133.66,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2119), np.float64(36.8587))",1,13166.63,Fraud,Warehouse,2022-06-21,Low,40811.4
1504,Business,1,Kampala,2504,Machinery,434265.23,1757.44,Transporter C,Arusha-Kampala,Busia,"(np.float64(-1.1933), np.float64(36.9136))",0,18654.62,Fraud,Transit,2022-07-10,High,252303.05
1505,Individual,0,Nairobi,2505,Machinery,83417.36,650.96,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.2639), np.float64(36.8664))",1,9073.11,Accident,Transit,2022-02-02,Low,20851.62
1506,Business,1,Arusha,2506,Electronics,111334.23,2323.88,Transporter C,Nairobi-Eldoret,Malaba,"(np.float64(-1.2777), np.float64(36.8528))",1,5105.68,Theft,Border,2022-12-09,Medium,92233.22
1507,Individual,0,Nairobi,2507,Machinery,463754.29,278.94,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2719), np.float64(36.9003))",1,11085.54,Theft,Warehouse,2022-03-30,High,160615.96
1508,Individual,1,Nairobi,2508,Alcohol,257720.04,3280.76,Transporter B,Arusha-Kampala,Busia,"(np.float64(-1.2118), np.float64(36.8319))",1,6035.46,Theft,Warehouse,2022-07-18,Medium,71471.45
1509,Business,1,Arusha,2509,Clothing,432448.37,2949.28,Transporter C,Arusha-Kampala,Busia,"(np.float64(-1.2609), np.float64(36.9173))",1,17280.85,Theft,Transit,2022-10-15,High,386648.59
1510,Individual,1,Nairobi,2510,Clothing,454869.36,2918.16,Transporter A,Arusha-Kampala,Malaba,"(np.float64(-1.1953), np.float64(36.8782))",1,9045.58,Theft,Warehouse,2022-06-20,High,426326.55
1511,Individual,0,Nairobi,2511,Electronics,90785.23,2353.47,Transporter A,Arusha-Nairobi,Namanga,"(np.float64(-1.2021), np.float64(36.8388))",1,10918.44,Fraud,Border,2022-07-17,Low,43758.97
1512,Business,0,Kigali,2512,Alcohol,182750.81,3689.39,Transporter C,Arusha-Kampala,Namanga,"(np.float64(-1.1976), np.float64(36.836))",1,2196.37,Fraud,Warehouse,2022-12-17,Medium,62647.94
1513,Individual,1,Kampala,2513,Electronics,405987.37,1928.02,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.2243), np.float64(36.8663))",1,14572.84,Accident,Warehouse,2022-06-17,High,385831.35
1514,Business,1,Kampala,2514,Clothing,137888.93,3549.9,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2121), np.float64(36.8418))",0,9364.98,Accident,Warehouse,2023-01-01,Medium,93914.18
1515,Business,1,Arusha,2515,Clothing,241983.65,630.75,Transporter A,Arusha-Nairobi,Namanga,"(np.float64(-1.23), np.float64(36.8642))",0,8324.87,Fraud,Warehouse,2022-05-12,Medium,72984.41
1516,Business,1,Kampala,2516,Alcohol,496357.78,571.67,Transporter A,Nairobi-Eldoret,Busia,"(np.float64(-1.2494), np.float64(36.8762))",0,1389.77,Theft,Transit,2022-11-05,High,441915.96
1517,Individual,0,Arusha,2517,Electronics,235392.28,1961.76,Transporter A,Arusha-Kampala,Namanga,"(np.float64(-1.2622), np.float64(36.9132))",0,6633.15,Accident,Warehouse,2022-05-10,Medium,50173.55
1518,Business,1,Arusha,2518,Machinery,243610.69,1827.49,Transporter B,Nairobi-Kisumu,Namanga,"(np.float64(-1.193), np.float64(36.8824))",1,19326.36,Accident,Warehouse,2022-02-16,Medium,133804.91
1519,Business,1,Arusha,2519,Electronics,234364.59,4974.12,Transporter A,Arusha-Nairobi,Namanga,"(np.float64(-1.2336), np.float64(36.9116))",1,18160.19,Theft,Transit,2022-12-13,Medium,98241.47
1520,Business,0,Nairobi,2520,Clothing,444019.74,4373.28,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.253), np.float64(36.8509))",0,1950.06,Fraud,Transit,2022-03-26,High,290429.87
1521,Business,1,Kampala,2521,Machinery,290763.15,1100.2,Transporter A,Nairobi-Eldoret,Namanga,"(np.float64(-1.2767), np.float64(36.8939))",1,19722.13,Theft,Transit,2022-06-21,Medium,69834.66
1522,Individual,1,Kigali,2522,Alcohol,417916.16,4703.45,Transporter C,Arusha-Nairobi,Taveta,"(np.float64(-1.2094), np.float64(36.8808))",0,12547.41,Accident,Transit,2022-01-11,High,340605.71
1523,Individual,1,Kigali,2523,Electronics,463967.17,3399.0,Transporter B,Arusha-Kampala,Taveta,"(np.float64(-1.2675), np.float64(36.8534))",0,13749.02,Accident,Warehouse,2022-04-22,High,272953.94
1524,Business,1,Kigali,2524,Machinery,215115.74,3035.29,Transporter A,Arusha-Nairobi,Namanga,"(np.float64(-1.2006), np.float64(36.851))",1,19792.27,Theft,Transit,2022-08-08,Medium,81302.56
1525,Individual,1,Kigali,2525,Electronics,211179.7,3670.46,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2364), np.float64(36.9175))",0,4245.41,Theft,Border,2022-08-28,Medium,126541.14
1526,Individual,0,Kigali,2526,Alcohol,91974.09,155.84,Transporter C,Arusha-Nairobi,Namanga,"(np.float64(-1.2024), np.float64(36.8629))",1,6576.94,Fraud,Border,2022-01-30,Low,39684.59
1527,Individual,1,Arusha,2527,Machinery,234979.1,3483.7,Transporter B,Nairobi-Eldoret,Malaba,"(np.float64(-1.2572), np.float64(36.8687))",0,1146.46,Theft,Warehouse,2022-02-26,Medium,90099.81
1528,Business,1,Kigali,2528,Electronics,484512.97,4147.29,Transporter A,Arusha-Nairobi,Taveta,"(np.float64(-1.287), np.float64(36.861))",0,13013.97,Theft,Transit,2022-04-09,High,361929.56
1529,Individual,1,Arusha,2529,Machinery,199347.85,206.43,Transporter A,Arusha-Nairobi,Malaba,"(np.float64(-1.2244), np.float64(36.8586))",1,8317.84,Theft,Transit,2022-09-06,Medium,71308.13
1530,Individual,1,Nairobi,2530,Machinery,194024.59,2705.01,Transporter A,Nairobi-Kisumu,Malaba,"(np.float64(-1.2052), np.float64(36.8279))",0,15232.9,Theft,Warehouse,2022-02-05,Medium,87011.15
1531,Individual,1,Kigali,2531,Machinery,246054.69,4327.95,Transporter C,Arusha-Nairobi,Busia,"(np.float64(-1.2256), np.float64(36.8589))",1,15030.21,Theft,Transit,2022-02-15,Medium,106182.92
1532,Individual,1,Kampala,2532,Machinery,448826.22,4661.56,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2114), np.float64(36.8378))",0,10119.97,Fraud,Transit,2022-05-24,High,421236.86
1533,Individual,1,Kampala,2533,Clothing,284866.62,976.57,Transporter A,Arusha-Nairobi,Namanga,"(np.float64(-1.2806), np.float64(36.9035))",0,5835.25,Accident,Warehouse,2022-12-10,Medium,148130.54
1534,Business,0,Kampala,2534,Alcohol,248891.46,1084.14,Transporter B,Nairobi-Eldoret,Namanga,"(np.float64(-1.2654), np.float64(36.8543))",1,14625.2,Theft,Border,2022-03-23,Medium,67080.76
1535,Individual,0,Kigali,2535,Machinery,62211.82,1283.69,Transporter A,Arusha-Kampala,Taveta,"(np.float64(-1.2101), np.float64(36.9106))",0,2128.82,Accident,Warehouse,2022-01-18,Low,36563.65
1536,Individual,1,Kigali,2536,Alcohol,167219.1,4017.97,Transporter A,Arusha-Kampala,Taveta,"(np.float64(-1.2655), np.float64(36.8554))",1,15972.15,Accident,Border,2022-07-01,Medium,119137.91
1537,Business,1,Kampala,2537,Machinery,303769.19,3649.2,Transporter B,Nairobi-Eldoret,Busia,"(np.float64(-1.2844), np.float64(36.8536))",1,2558.18,Fraud,Warehouse,2022-09-19,High,360744.65
1538,Business,0,Kampala,2538,Electronics,167532.81,2466.01,Transporter C,Nairobi-Kisumu,Namanga,"(np.float64(-1.2649), np.float64(36.8366))",0,4342.61,Accident,Transit,2022-06-19,Medium,107667.1
1539,Business,0,Kigali,2539,Clothing,74217.86,3181.7,Transporter A,Nairobi-Kisumu,Namanga,"(np.float64(-1.2528), np.float64(36.8472))",1,18158.42,Fraud,Border,2022-12-29,Low,11429.11
1540,Business,0,Kampala,2540,Machinery,98163.61,295.54,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2344), np.float64(36.908))",1,7918.28,Accident,Border,2022-11-19,Low,47612.99
1541,Individual,1,Nairobi,2541,Alcohol,209896.24,4289.43,Transporter C,Nairobi-Kisumu,Taveta,"(np.float64(-1.2513), np.float64(36.8552))",1,7162.82,Theft,Border,2022-09-07,Medium,118618.73
1542,Individual,0,Kigali,2542,Machinery,342894.72,3843.48,Transporter C,Nairobi-Eldoret,Taveta,"(np.float64(-1.2502), np.float64(36.8286))",1,14019.07,Fraud,Warehouse,2022-01-25,High,228385.82
1543,Individual,0,Kigali,2543,Alcohol,488166.85,371.33,Transporter B,Nairobi-Kisumu,Malaba,"(np.float64(-1.2169), np.float64(36.8371))",1,103.04,Accident,Transit,2022-09-01,High,313096.3
1544,Individual,0,Kigali,2544,Alcohol,444409.92,1552.63,Transporter B,Nairobi-Kisumu,Taveta,"(np.float64(-1.2617), np.float64(36.86))",0,9974.98,Accident,Transit,2022-09-29,High,156125.94
